2020-10-24 00:00:00,2020-10-25 00:00:00,2020-10-26 00:00:00,2020-10-27 00:00:00,2020-10-28 00:00:00,2020-10-29 00:00:00,2020-10-30 00:00:00
39395.87659686804,38831.41792565584,38622.83166497946,42700.06252378225,43243.962700665,41863.50030452013,39135.35449504852
7031.971808373928,6976.462107002735,6838.135267198086,7563.1598898768425,7656.049522459507,7398.210590183735,6947.612037658691
23243.393589556217,22296.451963484287,22581.446070969105,25489.263813197613,25294.207666814327,25090.87114483118,23016.318720579147
4074.388599395752,3717.6781475543976,3911.842727661133,4141.866612434387,4434.986209869385,4244.841527938843,4035.3375375270844
3011.1785566806793,3169.691209793091,2974.9808371067047,3139.595786333084,3256.9958770275116,2976.221216917038,2942.7078926563263
1051.9210457801819,1203.8827419281006,986.7943167686462,1163.2883787155151,1473.2839822769165,1037.327790260315,1019.5413827896118
2758.478986799717,2890.5818044543266,2808.334460735321,2988.0911430716515,3039.1365189552307,2899.9890790581703,2792.399945139885
16034.715003967285,15697.33895778656,16653.5000705719,19118.913407325745,18286.543531417847,18424.016976356506,16491.426944732666
4705.13626241684,4712.972248077393,4718.383093357086,5405.759110450745,5281.087921142578,5222.986611843109,4772.200548648834
1579.5176023244858,1749.7109359502792,2171.3036555051804,2148.6454939842224,1962.4561822414398,2085.6434071063995,1880.9231907129288
31.04518836736679,27.898875057697296,24.71923440694809,25.88690894842148,26.483222782611847,26.47493201494217,26.82031774520874
2.2770150303840637,2.0462964177131653,1.9125915169715881,1.7859789729118347,1.8719505667686462,2.0871742367744446,2.2580392360687256
176.70801997184753,158.50925087928772,177.44007229804993,208.30910444259644,213.4918236732483,208.77732396125793,182.9518747329712
112.94753646850586,104.73852729797363,99.01125717163086,94.45545196533203,106.40482139587402,102.937255859375,108.83246994018555
0.28385114669799805,0.24889183044433594,0.6569027900695801,0.6988086700439453,0.5708904266357422,0.7582831382751465,0.527409553527832
16.774407148361206,14.485164642333984,17.39597725868225,21.633241653442383,22.755138874053955,20.440150022506714,16.119534730911255
496.8571834564209,498.47274017333984,477.1829948425293,490.81045150756836,504.15855407714844,487.87206268310547,476.5276298522949
2.8570678532123566,2.5694651305675507,2.4150570333004,2.2655568420886993,2.3653231263160706,2.6387841999530792,2.8408572673797607
575.3634667396545,517.0515727996826,456.13285779953003,482.01859951019287,492.225444316864,487.7551555633545,491.2455701828003
32.65326261520386,36.907426834106445,30.227094173431396,35.907958984375,45.20571422576904,32.27991485595703,31.587432861328125
187.87933164834976,180.11785876750946,225.59752315282822,248.06241112947464,229.86503183841705,236.5541540980339,210.5206748843193
19.887113571166992,19.11296546459198,34.57433581352234,31.03500008583069,29.75720763206482,34.72236096858978,31.15515112876892
0.5583523213863373,0.6181249022483826,0.9421424567699432,1.2883959710597992,0.8852975070476532,1.316336989402771,0.9432698786258698
83.07012891769409,86.18120837211609,120.96362161636353,126.26714491844177,104.92041683197021,113.35722470283508,102.03158569335938
367.36821234226227,359.22047197818756,420.7638281583786,441.33663415908813,413.44584345817566,422.0699667930603,382.11046159267426
88421.86633774638,86539.50065344572,90255.41885355115,95824.22484990954,94973.80461627245,93323.79134657979,88838.58623281121
8894.53824520111,9126.851439476013,9227.786769866943,9390.63865184784,9553.229012489319,9648.051075935364,9385.430431365967
4536.226145237684,4688.022312641144,6033.7194684147835,5321.427617400885,4583.540599554777,4971.629356533289,5141.602360278368
1905.6393957138062,1837.5202131271362,1952.6653718948364,2371.0641717910767,2274.9005699157715,2190.503568649292,1857.4378108978271
22249.695031642914,22779.954071044922,21437.809295654297,23840.902361869812,23568.589096069336,23353.71605873108,22142.394454479218
21114.665350437164,21380.53689479828,20954.01816368103,22301.255838394165,22036.929293632507,22102.477491378784,21415.50073480606
928.3276641368866,972.5339037179947,1022.3077493906021,860.9426933526993,839.9385488033295,871.5161722898483,963.9529037475586
107.93201208114624,113.1040358543396,104.55686569213867,99.46004152297974,110.42491674423218,107.88920640945435,111.34239435195923
463.6299991607666,295.9124994277954,628.2137417793274,575.9745168685913,578.7492334842682,687.8111028671265,584.9652993679047
693.5166478157043,705.6334285736084,818.9769687652588,847.2583227157593,779.1077547073364,802.4445180892944,750.1222772598267
1486.191565990448,1417.6365834474564,1552.0259463787079,1600.123971104622,1589.0770918130875,1595.8967691659927,1527.360857129097
79.76312065124512,74.6236400604248,83.36691570281982,86.2867546081543,87.98694801330566,85.94231224060059,82.2746114730835
2517.1267640590668,2652.7993845939636,2773.4015560150146,3336.1333560943604,3068.641221523285,2958.666696548462,2486.130805015564
5989.59808498621,6028.987947106361,6583.253900706768,7048.311956226826,6919.382956624031,6238.355116546154,5760.899059474468
9711.233703643084,11022.5554690063,9382.98967152834,11831.406464010477,10706.524018853903,10535.222663551569,9266.941365301609
894.6154823899269,786.7607954144478,860.3472390174866,1154.4308356046677,1051.5630840063095,1144.3666473031044,929.1779178380966
77.60506296157837,77.29330229759216,79.68234419822693,97.2008125782013,87.25860333442688,95.51443886756897,80.73877358436584
5.284945487976074,6.372536659240723,6.801862716674805,5.983284950256348,4.559684753417969,6.333322048187256,6.30118989944458
1.5909690856933594,1.5290372371673584,2.765946865081787,2.482800006866455,2.3805766105651855,2.7777888774871826,2.4924120903015137
1.9887113571166992,1.911296546459198,3.457433581352234,3.103500008583069,2.975720763206482,3.4722360968589783,3.115515112876892
0.4148814082145691,0.3427523374557495,1.0480552911758423,1.5655213594436646,0.9390637278556824,1.439601480960846,0.7669991254806519
