Dags reiknings,Kassanúmer,Vörunúmer,Lýsing,Magn,Upphæð m/VSK,Lýsing-stem,ID
2020-10-14,2.0,2006,mozzato,1.0,845,['mozzato'],57
2020-10-14,2.0,1010,5 alabama ,1.0,595,"['5', 'alabama']",0
2020-10-14,2.0,1010,5 alabama ,1.0,595,"['5', 'alabama']",0
2020-10-14,2.0,2018,pescado,1.0,1690,['pescado'],67
2020-10-14,2.0,1046,glamour ,1.0,1190,['glamour'],6
2020-10-14,2.0,2018,pescado,1.0,1690,['pescado'],67
2020-10-14,2.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-14,2.0,6036,presley,1.0,1195,['presley'],69
2020-10-14,2.0,1001,2 good times ,1.0,1190,"['2', 'good', 'time']",24
2020-10-14,21.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,21.0,Klipp02,2 good times ,1.0,0,"['2', 'good', 'time']",24
2020-10-15,21.0,Klipp02,2 good times ,1.0,0,"['2', 'good', 'time']",24
2020-10-15,21.0,1203,djúort tilboð,1.0,8330,"['djúort', 'tilboð']",6
2020-10-15,21.0,Klipp02,2 good times ,1.0,0,"['2', 'good', 'time']",24
2020-10-15,21.0,Klipp02,2 good times ,1.0,0,"['2', 'good', 'time']",24
2020-10-15,2.0,6025,spicy tuna,1.0,1195,"['spici', 'tuna']",77
2020-10-15,2.0,6025,spicy tuna,1.0,1195,"['spici', 'tuna']",77
2020-10-15,2.0,6025,spicy tuna,1.0,1195,"['spici', 'tuna']",77
2020-10-15,2.0,2031,7 jj kombó,1.0,1195,"['7', 'jj', 'kombó']",40
2020-10-15,2.0,2031,7 jj kombó,1.0,1195,"['7', 'jj', 'kombó']",40
2020-10-15,2.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,2.0,000005, poki,1.0,40,['poki'],50
2020-10-15,21.0,3008,3 icelandic flirt lítil,1.0,990,"['3', 'iceland', 'flirt', 'lítil']",37
2020-10-15,21.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,21.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,21.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,6039,5 alabama,1.0,956,"['5', 'alabama']",0
2020-10-15,2.0,6029,spicy chicken,1.0,956,"['spici', 'chicken']",75
2020-10-15,2.0,7003,hafragrautur granola,1.0,590,"['hafragrautur', 'granola']",28
2020-10-15,2.0,7001,hafragrautur með epli,1.0,590,"['hafragrautur', 'með', 'epli']",28
2020-10-15,2.0,1001,2 good times ,1.0,1190,"['2', 'good', 'time']",24
2020-10-15,2.0,2008,spicy chicken,1.0,1690,"['spici', 'chicken']",75
2020-10-15,2.0,2072,lítil samloka barna,1.0,550,"['lítil', 'samloka', 'barna']",51
2020-10-15,2.0,6009,lítil chickencado,1.0,895,"['lítil', 'chickencado']",9
2020-10-15,2.0,2061,lítil elvis,1.0,895,"['lítil', 'elvi']",20
2020-10-15,21.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,21.0,6094,spicy vegan combó,1.0,1195,"['spici', 'vegan', 'combó']",79
2020-10-15,21.0,6094,spicy vegan combó,1.0,1195,"['spici', 'vegan', 'combó']",79
2020-10-15,21.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,21.0,6043,2 chickencado  gos,1.0,1890,"['2', 'chickencado', 'go']",8
2020-10-15,21.0,2004,spicy vegan,1.0,1690,"['spici', 'vegan']",79
2020-10-15,21.0,2004,spicy vegan,1.0,1690,"['spici', 'vegan']",79
2020-10-15,21.0,6024,tunacado,1.0,1195,['tunacado'],86
2020-10-15,21.0,6053,2 hawiian flurt ,1.0,1195,"['2', 'hawiian', 'flurt']",6
2020-10-15,21.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,6029,spicy chicken,1.0,598,"['spici', 'chicken']",75
2020-10-15,2.0,6032,nice guy,1.0,598,"['nice', 'guy']",63
2020-10-15,2.0,6026,2 chickencado,1.0,598,"['2', 'chickencado']",8
2020-10-15,2.0,1001,2 good times ,1.0,595,"['2', 'good', 'time']",24
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,2008,spicy chicken,1.0,845,"['spici', 'chicken']",75
2020-10-15,2.0,2005,2 chickencado,1.0,845,"['2', 'chickencado']",8
2020-10-15,2.0,1003,nice guy ,1.0,595,"['nice', 'guy']",63
2020-10-15,2.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,2008,spicy chicken,1.0,1690,"['spici', 'chicken']",75
2020-10-15,2.0,6012,lítil spicy chicken,1.0,895,"['lítil', 'spici', 'chicken']",76
2020-10-15,2.0,6015,lítil nice guy,1.0,895,"['lítil', 'nice', 'guy']",64
2020-10-15,2.0,6043,2 chickencado  gos,1.0,1890,"['2', 'chickencado', 'go']",8
2020-10-15,2.0,1008,mr  pink ,1.0,1190,"['mr', 'pink']",61
2020-10-15,2.0,1014,nice guy lítil,1.0,990,"['nice', 'guy', 'lítil']",64
2020-10-15,2.0,1010,5 alabama ,1.0,1190,"['5', 'alabama']",0
2020-10-15,2.0,2015,8 lítil mozzato,1.0,1050,"['8', 'lítil', 'mozzato']",58
2020-10-15,2.0,2005,2 chickencado,1.0,1690,"['2', 'chickencado']",8
2020-10-15,21.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,2038,3 hangover,1.0,1690,"['3', 'hangov']",30
2020-10-15,2.0,2001,11 chango,1.0,1690,"['11', 'chango']",6
2020-10-15,21.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,2.0,2038,3 hangover,1.0,1690,"['3', 'hangov']",30
2020-10-15,2.0,1010,5 alabama ,1.0,1190,"['5', 'alabama']",0
2020-10-15,2.0,1007,presley ,1.0,1190,['presley'],69
2020-10-15,2.0,2007,parmella,1.0,1690,['parmella'],65
2020-10-15,2.0,2085,meat love,1.0,1690,"['meat', 'love']",48
2020-10-15,2.0,2003,spicy tuna,1.0,1690,"['spici', 'tuna']",77
2020-10-15,2.0,1007,presley ,1.0,1190,['presley'],69
2020-10-15,21.0,2080, pescado,1.0,990,['pescado'],67
2020-10-15,21.0,10001,coke zero 0 33l,1.0,300,"['coke', 'zero', '0', '33l']",14
2020-10-15,2.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,2.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,2.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,2.0,6055,3 icelandic flirt ,1.0,1195,"['3', 'iceland', 'flirt']",36
2020-10-15,2.0,6024,tunacado,1.0,1195,['tunacado'],86
2020-10-15,2.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,21.0,1207,t kombokort   tilboð,1.0,8365,"['t', 'kombokort', 'tilboð']",6
2020-10-15,21.0,Klipp11,lotta love ,1.0,0,"['lotta', 'love']",48
2020-10-15,21.0,Klipp11,lotta love ,1.0,0,"['lotta', 'love']",48
2020-10-15,21.0,Klipp23,2 chicken cado,1.0,0,"['2', 'chicken', 'cado']",75
2020-10-15,21.0,Klipp36,12 meatlove,1.0,0,"['12', 'meatlov']",53
2020-10-15,2.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,2.0,6099,lotta love t combó,1.0,1195,"['lotta', 'love', 't', 'combó']",48
2020-10-15,2.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,2.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,2.0,6099,lotta love t combó,1.0,1195,"['lotta', 'love', 't', 'combó']",48
2020-10-15,2.0,6104,mr  blonde t combó,1.0,1195,"['mr', 'blond', 't', 'combó']",59
2020-10-15,2.0,2031,7 jj kombó,1.0,1195,"['7', 'jj', 'kombó']",40
2020-10-15,2.0,2028,7 jj ,1.0,1190,"['7', 'jj']",40
2020-10-15,2.0,6102,mr blonde ,1.0,1190,"['mr', 'blond']",59
2020-10-15,2.0,1025,lotta love ,1.0,1190,"['lotta', 'love']",48
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,21.0,6083,1 lítil spicy chicken,1.0,995,"['1', 'lítil', 'spici', 'chicken']",76
2020-10-15,21.0,6066,nice guy,1.0,995,"['nice', 'guy']",63
2020-10-15,21.0,2005,2 chickencado,1.0,1690,"['2', 'chickencado']",8
2020-10-15,21.0,6083,1 lítil spicy chicken,1.0,995,"['1', 'lítil', 'spici', 'chicken']",76
2020-10-15,21.0,6064,2 good times,1.0,995,"['2', 'good', 'time']",24
2020-10-15,21.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,21.0,6036,presley,1.0,1195,['presley'],69
2020-10-15,21.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,21.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,21.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,21.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,21.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,21.0,6025,spicy tuna,1.0,1195,"['spici', 'tuna']",77
2020-10-15,2.0,6025,spicy tuna,1.0,1195,"['spici', 'tuna']",77
2020-10-15,2.0,2087,meatlove kombó,1.0,1195,"['meatlov', 'kombó']",53
2020-10-15,2.0,6093,9   chicken curry,1.0,1195,"['9', 'chicken', 'curri']",75
2020-10-15,2.0,3205,ketó spicy tuna,1.0,1490,"['ketó', 'spici', 'tuna']",77
2020-10-15,2.0,6036,presley,1.0,1195,['presley'],69
2020-10-15,2.0,6036,presley,1.0,1195,['presley'],69
2020-10-15,2.0,6036,presley,1.0,1195,['presley'],69
2020-10-15,2.0,000005, poki,1.0,40,['poki'],50
2020-10-15,21.0,2041,3 hangover kombó,1.0,1195,"['3', 'hangov', 'kombó']",30
2020-10-15,21.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,21.0,6009,lítil chickencado,1.0,895,"['lítil', 'chickencado']",9
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,21.0,6015,lítil nice guy,1.0,895,"['lítil', 'nice', 'guy']",64
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,21.0,6012,lítil spicy chicken,1.0,895,"['lítil', 'spici', 'chicken']",76
2020-10-15,21.0,6015,lítil nice guy,1.0,895,"['lítil', 'nice', 'guy']",64
2020-10-15,2.0,6025,spicy tuna,1.0,1195,"['spici', 'tuna']",77
2020-10-15,21.0,6099,lotta love t combó,1.0,1195,"['lotta', 'love', 't', 'combó']",48
2020-10-15,2.0,2053,5 kaffi curro kombó,1.0,1195,"['5', 'kaffi', 'curro', 'kombó']",43
2020-10-15,21.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,2058,6 kaffi frappo kombó,1.0,1195,"['6', 'kaffi', 'frappo', 'kombó']",42
2020-10-15,21.0,2060,7 elvis ,1.0,1190,"['7', 'elvi']",19
2020-10-15,21.0,6024,tunacado,1.0,1195,['tunacado'],86
2020-10-15,21.0,6036,presley,1.0,1195,['presley'],69
2020-10-15,21.0,6030,2 good times,1.0,1195,"['2', 'good', 'time']",24
2020-10-15,2.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,2.0,6031,8   dazed,1.0,1195,"['8', 'daze']",15
2020-10-15,21.0,6043,2 chickencado  gos,1.0,1890,"['2', 'chickencado', 'go']",8
2020-10-15,2.0,6028,parmella,1.0,1195,['parmella'],65
2020-10-15,21.0,6043,2 chickencado  gos,1.0,1890,"['2', 'chickencado', 'go']",8
2020-10-15,2.0,6045,parmella   gos,1.0,1890,"['parmella', 'go']",65
2020-10-15,21.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,21.0,6030,2 good times,1.0,1195,"['2', 'good', 'time']",24
2020-10-15,21.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,2.0,5001,engiferot,1.0,390,['engiferot'],6
2020-10-15,21.0,2040,mk hangover,1.0,995,"['mk', 'hangov']",30
2020-10-15,21.0,6074,2 hawaiian flirt,1.0,995,"['2', 'hawaiian', 'flirt']",32
2020-10-15,2.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,2008,spicy chicken,1.0,1690,"['spici', 'chicken']",75
2020-10-15,2.0,2060,7 elvis ,1.0,1190,"['7', 'elvi']",19
2020-10-15,2.0,2060,7 elvis ,1.0,1190,"['7', 'elvi']",19
2020-10-15,21.0,6104,mr  blonde t combó,1.0,1195,"['mr', 'blond', 't', 'combó']",59
2020-10-15,21.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,3203,ketó parmella,1.0,1490,"['ketó', 'parmella']",65
2020-10-15,21.0,6028,parmella,1.0,1195,['parmella'],65
2020-10-15,2.0,2018,pescado,1.0,1690,['pescado'],67
2020-10-15,2.0,6091,pescado   gos,1.0,1890,"['pescado', 'go']",67
2020-10-15,2.0,10001,coke zero 0 33l,1.0,300,"['coke', 'zero', '0', '33l']",14
2020-10-15,21.0,6030,2 good times,1.0,1195,"['2', 'good', 'time']",24
2020-10-15,2.0,2001,11 chango,1.0,1690,"['11', 'chango']",6
2020-10-15,2.0,2001,11 chango,1.0,1690,"['11', 'chango']",6
2020-10-15,2.0,6023,11 chango,1.0,1195,"['11', 'chango']",6
2020-10-15,2.0,6038,10  django,1.0,1195,"['10', 'django']",17
2020-10-15,2.0,6031,8   dazed,1.0,1195,"['8', 'daze']",15
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,2.0,2008,spicy chicken,1.0,1690,"['spici', 'chicken']",75
2020-10-15,21.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,21.0,6031,8   dazed,1.0,1195,"['8', 'daze']",15
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,6012,lítil spicy chicken,1.0,806,"['lítil', 'spici', 'chicken']",76
2020-10-15,2.0,6015,lítil nice guy,1.0,806,"['lítil', 'nice', 'guy']",64
2020-10-15,21.0,6028,parmella,1.0,1195,['parmella'],65
2020-10-15,21.0,6036,presley,1.0,1195,['presley'],69
2020-10-15,2.0,6093,9   chicken curry,1.0,1076,"['9', 'chicken', 'curri']",75
2020-10-15,2.0,6036,presley,1.0,1076,['presley'],69
2020-10-15,2.0,6049,pescado,1.0,1076,['pescado'],67
2020-10-15,2.0,2031,7 jj kombó,1.0,1076,"['7', 'jj', 'kombó']",40
2020-10-15,2.0,6026,2 chickencado,1.0,1076,"['2', 'chickencado']",8
2020-10-15,2.0,6032,nice guy,1.0,1076,"['nice', 'guy']",63
2020-10-15,21.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,21.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,21.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,6032,nice guy,1.0,1076,"['nice', 'guy']",63
2020-10-15,2.0,6029,spicy chicken,1.0,1076,"['spici', 'chicken']",75
2020-10-15,21.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,21.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,000005, poki,1.0,40,['poki'],50
2020-10-15,21.0,10001,coke zero 0 33l,1.0,300,"['coke', 'zero', '0', '33l']",14
2020-10-15,2.0,2008,spicy chicken,1.0,1690,"['spici', 'chicken']",75
2020-10-15,21.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,21.0,6036,presley,1.0,1195,['presley'],69
2020-10-15,21.0,2008,spicy chicken,1.0,1690,"['spici', 'chicken']",75
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,21.0,6009,lítil chickencado,1.0,895,"['lítil', 'chickencado']",9
2020-10-15,21.0,6015,lítil nice guy,1.0,895,"['lítil', 'nice', 'guy']",64
2020-10-15,2.0,6039,5 alabama,1.0,1195,"['5', 'alabama']",0
2020-10-15,2.0,6039,5 alabama,1.0,1195,"['5', 'alabama']",0
2020-10-15,2.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,2.0,6080,8 lítil mozzato,1.0,995,"['8', 'lítil', 'mozzato']",58
2020-10-15,2.0,6071,5 alabama,1.0,995,"['5', 'alabama']",0
2020-10-15,2.0,000005, poki,1.0,40,['poki'],50
2020-10-15,21.0,3201,ketó chickencado,1.0,1490,"['ketó', 'chickencado']",8
2020-10-15,2.0,6067,9 honey bunny,1.0,995,"['9', 'honey', 'bunni']",34
2020-10-15,2.0,6080,8 lítil mozzato,1.0,995,"['8', 'lítil', 'mozzato']",58
2020-10-15,2.0,6071,5 alabama,1.0,995,"['5', 'alabama']",0
2020-10-15,2.0,6080,8 lítil mozzato,1.0,995,"['8', 'lítil', 'mozzato']",58
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,21.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,21.0,6055,3 icelandic flirt ,1.0,1195,"['3', 'iceland', 'flirt']",36
2020-10-15,21.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,21.0,6047,winston wolf,1.0,1195,"['winston', 'wolf']",92
2020-10-15,21.0,6030,2 good times,1.0,1195,"['2', 'good', 'time']",24
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,21.0,2087,meatlove kombó,1.0,1195,"['meatlov', 'kombó']",53
2020-10-15,21.0,6033,9 honey bunny,1.0,1195,"['9', 'honey', 'bunni']",34
2020-10-15,21.0,2066,kjöt,1.0,275,['kjöt'],47
2020-10-15,2.0,6024,tunacado,1.0,956,['tunacado'],86
2020-10-15,21.0,2085,meat love,1.0,845,"['meat', 'love']",48
2020-10-15,2.0,6036,presley,1.0,956,['presley'],69
2020-10-15,21.0,2085,meat love,1.0,845,"['meat', 'love']",48
2020-10-15,21.0,2060,7 elvis ,1.0,595,"['7', 'elvi']",19
2020-10-15,21.0,2060,7 elvis ,1.0,595,"['7', 'elvi']",19
2020-10-15,21.0,2066,kjöt,1.0,138,['kjöt'],47
2020-10-15,21.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,21.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,6104,mr  blonde t combó,1.0,1195,"['mr', 'blond', 't', 'combó']",59
2020-10-15,2.0,6104,mr  blonde t combó,1.0,1195,"['mr', 'blond', 't', 'combó']",59
2020-10-15,21.0,2085,meat love,1.0,1690,"['meat', 'love']",48
2020-10-15,21.0,2085,meat love,1.0,1690,"['meat', 'love']",48
2020-10-15,21.0,2038,3 hangover,1.0,1690,"['3', 'hangov']",30
2020-10-15,21.0,2038,3 hangover,1.0,1690,"['3', 'hangov']",30
2020-10-15,2.0,1009,10 django ,1.0,1190,"['10', 'django']",17
2020-10-15,21.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,21.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,6104,mr  blonde t combó,1.0,1195,"['mr', 'blond', 't', 'combó']",59
2020-10-15,2.0,6037,mr  pink,1.0,1195,"['mr', 'pink']",61
2020-10-15,2.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,6030,2 good times,1.0,1195,"['2', 'good', 'time']",24
2020-10-15,2.0,6046,spicy chicken   gos,1.0,1890,"['spici', 'chicken', 'go']",75
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,21.0,6078,11 lítil chango,1.0,995,"['11', 'lítil', 'chango']",7
2020-10-15,21.0,6069,presley,1.0,995,['presley'],69
2020-10-15,2.0,6041,tunacado   gos,1.0,1890,"['tunacado', 'go']",86
2020-10-15,21.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,21.0,6032,nice guy,1.0,1195,"['nice', 'guy']",63
2020-10-15,21.0,6049,pescado,1.0,1195,['pescado'],67
2020-10-15,21.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,21.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,6052,1 indian flirt ,1.0,1195,"['1', 'indian', 'flirt']",38
2020-10-15,2.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,2.0,6052,1 indian flirt ,1.0,1195,"['1', 'indian', 'flirt']",38
2020-10-15,21.0,6012,lítil spicy chicken,1.0,895,"['lítil', 'spici', 'chicken']",76
2020-10-15,21.0,6105,lítil mr  blonde,1.0,895,"['lítil', 'mr', 'blond']",60
2020-10-15,2.0,6026,2 chickencado,1.0,1195,"['2', 'chickencado']",8
2020-10-15,2.0,6052,1 indian flirt ,1.0,1195,"['1', 'indian', 'flirt']",38
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,6055,3 icelandic flirt ,1.0,1195,"['3', 'iceland', 'flirt']",36
2020-10-15,21.0,1001,2 good times ,1.0,1190,"['2', 'good', 'time']",24
2020-10-15,2.0,3002,2 hawaiian flirt ,1.0,1190,"['2', 'hawaiian', 'flirt']",32
2020-10-15,21.0,1007,presley ,1.0,1190,['presley'],69
2020-10-15,2.0,6029,spicy chicken,1.0,1195,"['spici', 'chicken']",75
2020-10-15,2.0,6036,presley,1.0,1195,['presley'],69
2020-10-15,21.0,Klipp08,presley ,1.0,0,['presley'],69
2020-10-15,21.0,Klipp02,2 good times ,1.0,0,"['2', 'good', 'time']",24
2020-10-15,21.0,2005,2 chickencado,1.0,1690,"['2', 'chickencado']",8
2020-10-15,21.0,2014,2 lítil chicken cado,1.0,1050,"['2', 'lítil', 'chicken', 'cado']",76
2020-10-15,21.0,2016,1 lítil spicy chicken,1.0,1050,"['1', 'lítil', 'spici', 'chicken']",76
2020-10-15,21.0,1207,t kombokort   tilboð,1.0,8365,"['t', 'kombokort', 'tilboð']",6
2020-10-15,2.0,2008,spicy chicken,1.0,1690,"['spici', 'chicken']",75
2020-10-15,21.0,Klipp26,5 tunacado,1.0,0,"['5', 'tunacado']",86
2020-10-15,21.0,Klipp08,presley ,1.0,0,['presley'],69
2020-10-15,2.0,2087,meatlove kombó,1.0,1195,"['meatlov', 'kombó']",53
2020-10-15,2.0,2063,7 elvis kombó,1.0,1195,"['7', 'elvi', 'kombó']",19
2020-10-15,21.0,2004,spicy vegan,1.0,845,"['spici', 'vegan']",79
2020-10-15,21.0,2005,2 chickencado,1.0,845,"['2', 'chickencado']",8
2020-10-15,21.0,1003,nice guy ,1.0,595,"['nice', 'guy']",63
2020-10-15,21.0,1003,nice guy ,1.0,595,"['nice', 'guy']",63
2020-10-15,21.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,21.0,2008,spicy chicken,1.0,845,"['spici', 'chicken']",75
2020-10-15,21.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,21.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,21.0,2008,spicy chicken,1.0,845,"['spici', 'chicken']",75
2020-10-15,21.0,2005,2 chickencado,1.0,845,"['2', 'chickencado']",8
2020-10-15,21.0,2012,5 lítil tunacado,1.0,1050,"['5', 'lítil', 'tunacado']",87
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,2.0,000004,lítil poki,1.0,20,"['lítil', 'poki']",50
2020-10-15,21.0,6066,nice guy,1.0,995,"['nice', 'guy']",63
2020-10-15,21.0,6066,nice guy,1.0,995,"['nice', 'guy']",63
2020-10-15,21.0,6064,2 good times,1.0,995,"['2', 'good', 'time']",24
2020-10-15,21.0,6079,2 lítil chickenado,1.0,995,"['2', 'lítil', 'chickenado']",51
2020-10-15,21.0,6079,2 lítil chickenado,1.0,995,"['2', 'lítil', 'chickenado']",51
2020-10-15,21.0,6079,2 lítil chickenado,1.0,995,"['2', 'lítil', 'chickenado']",51
2020-10-15,21.0,000005, poki,1.0,40,['poki'],50
2020-10-15,21.0,000005, poki,1.0,40,['poki'],50
2020-10-15,2.0,2060,7 elvis ,1.0,1190,"['7', 'elvi']",19
2020-10-15,2.0,2060,7 elvis ,1.0,1190,"['7', 'elvi']",19
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,2.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,2.0,2060,7 elvis ,-2.0,-2380,"['7', 'elvi']",19
2020-10-15,21.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,21.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,2.0,1207,t kombokort   tilboð,1.0,8365,"['t', 'kombokort', 'tilboð']",6
2020-10-15,21.0,komboman9,7 elvis   ,1.0,795,"['7', 'elvi']",19
2020-10-15,21.0,komboman4,mozzata   ,1.0,795,['mozzata'],6
2020-10-15,21.0,10033,doktorinn   frítt ot,1.0,0,"['doktorinn', 'frítt', 'ot']",6
2020-10-15,21.0,6084,6 lítil spicy tuna,1.0,995,"['6', 'lítil', 'spici', 'tuna']",78
2020-10-15,21.0,6064,2 good times,1.0,995,"['2', 'good', 'time']",24
2020-10-15,2.0,10002,coke light 0 33l,1.0,300,"['coke', 'light', '0', '33l']",12
2020-10-15,21.0,4003,caffe latte,1.0,495,"['caff', 'latt']",4
